PMID,Title,Authors,Journal,Year,Journal_Year,Abstract
41467429,Therapeutic potential of astrocyte transdifferentiated neurons.,Xiaojun Liang; Rongxing Qin; Qingchun Qin; Wei Xu; Hongyu Xu; Xinyu Lai; Lingduo Shao; Caiqi Li; Minshan Xie; Xiaoyuan Xiong; Qi Tang; Li Chen,Neural regeneration research,2025,2026,"The permanent functional deficits resulting from the inability of adult mammalian central nervous system neurons to regenerate after injury present a significant clinical challenge. While traditional stem cell transplantation strategies continue to encounter ethical concerns and the risk of immune rejection, this impasse has shifted regenerative medicine research toward targeting endogenous astrocytes. Due to their intrinsic plasticity, widespread distribution throughout the central nervous system, and affinity for neurodevelopmental lineage, astrocytes are a unique target for in situ neuronal regeneration. This review systematically elucidates the core regulatory network governing astrocyte transdifferentiation, identifying 10 key signaling pathways, such as Wnt signaling pathway, that form a cascade regulatory system. Directed overexpression of transcription factors such as NeuroD1, Ascl1, or Neurog2 can directly initiate neuronal phenotypic conversion. Meanwhile, small molecule compounds such as valproic acid combined with CHIR99021 activate endogenous neurogenic programs by inhibiting the bone morphogenetic protein signaling axis. Notably, polypyrimidine tract binding protein 1 ( PTB ) gene silencing significantly enhances transdifferentiation efficiency by suppressing the microRNA 124/re1 silencing transcription factor (miR-124/REST) feedback loop. From a translational perspective, a multidimensional evaluation system based on morphological, molecular marker, and electrophysiological properties has demonstrated considerable therapeutic potential. In stroke models, NeuroD1-mediated transdifferentiation replenished approximately 30% of lost cortical neurons and improved motor coordination, evidenced by enhanced performance in food pellet retrieval, grid walking, and cylinder tests compared with controls. In spinal cord injury studies, SOX2-induced glutamatergic neurons moderately reduced glial scar density by about 25%, permitting regenerating axons to pass through while preserving the supportive structure of scar. In neurodegenerative contexts, PTB inhibition yielded functionally mature dopaminergic neurons and reconstructed nigrostriatal pathways in Parkinson's disease models. In Alzheimer's disease models, adeno-associated virus-delivered NeuroD1 induced whole-brain neural circuit remodeling, generating 500,000 new neurons widely distributed across the cortex and hippocampus, accompanied by improved cognitive performance. Current technical limitations include off-target effects of adeno-associated virus vectors, which cause nonspecific gene expression and require rigorous validation via Cre-loxP lineage tracing. Transdifferentiation efficiency is also highly influenced by regional microenvironments: gray matter astrocytes show higher conversion rates than those in white matter, and oxidative stress increases apoptosis among newly generated neurons. Clinical translation is further constrained by the safety of delivery systems and the aging tissue microenvironment, where transforming growth factor beta 1 is often elevated. Ferroptosis inhibitors have been shown to nearly double the survival rate of transdifferentiated cells, offering a novel strategy to mitigate oxidative damage. Based on current evidence, astrocyte transdifferentiation enables neural functional recovery across multiple disease models through endogenous repair mechanisms. Future advances should focus on optogenetically inducible vectors for spatiotemporal precision, non-viral delivery systems to mitigate vector-related risks, and integration of long-term safety validation in non-human primates with single-cell multi-omics technologies to facilitate the clinical translation of personalized regenerative therapies."
41467426,Autophagy and selective autophagy receptors: Key players against Alzheimer's disease.,Krenare Bruqi; Flavie Strappazzon,Neural regeneration research,2025,2026,"The devastating neurodegenerative disorder of Alzheimer's disease hallmarks the presence of protein aggregates known as amyloid-β plaques and neurofibrillary tangles, composed of amyloid-β peptides and aberrantly phosphorylated Tau protein, respectively. The accumulation of these inclusions leads to significant alterations in neuronal homeostasis and overall brain function, resulting in a progressive and rapid cognitive decline. Autophagy, the molecular mechanism of cellular waste removal through the lysosomal pathway, accounts for the degradation of both amyloid-β plaques and neurofibrillary tangles in the brain, conferring therefore protection against the pathology. In addition to general autophagy, several lines of evidence have reported the implication of selective autophagy receptors, including sequestosome 1/p62, the neighbor of BRCA1 gene, the nuclear-dot protein 52, and optineurin, in mediating the autophagic clearance of amyloid-β, phosphorylated Tau, or both. Herein, we have highlighted autophagy and selective autophagy as pivotal mechanisms in Alzheimer's disease, underlining selective autophagy receptors as a potential target for treatments in the future."
41467422,Targeting innovative therapeutic approaches to the hallmarks of aging to combat Alzheimer's disease.,Michal Izrael; Orli Miriam Frenkel,Neural regeneration research,2025,2026,"Aging is the leading risk factor for neurodegenerative diseases, including Alzheimer's disease. Mounting evidence implicates twelve interconnected hallmarks of aging, such as genomic instability, mitochondrial dysfunction, cellular senescence, and altered intercellular communication, as core contributors to cognitive decline. In this review, we will first delineate the hallmarks of aging and their mechanistic roles according to their functions in the aging brain and Alzheimer's disease. These hallmarks can be grouped into four major functional clusters: (i) Genomic and epigenomic instability, (ii) proteostasis and organelle dysfunction, (iii) cellular fate and regenerative decline, and (iv) cellular senescence. Then, we provide an overview of innovative therapeutic approaches aimed at modifying these hallmarks, focusing on the emerging paradigm of supplementation of rejuvenation factors that are derived from young plasma, stem cell secretomes, or their derivatives (e.g., extracellular vesicles). Finally, we discuss key aging-related biological factors that can influence Alzheimer's disease progression and evaluate their potential as therapeutic targets."
41467421,Cell-based immunotherapy for neurodegenerative disease: A promising avenue.,Tomas J Huerta; Valentina Urbina-Muñoz; Valentina Urra-Alvarez; Cristopher Villablanca; Luis S Gomez-Perez; Barbara Saavedra; Tomás Contreras; René L Vidal,Neural regeneration research,2025,2026,"Neurodegenerative diseases such as amyotrophic lateral sclerosis, Alzheimer's disease, Parkinson's disease, and Huntington's disease are characterized by progressive neuronal loss and chronic neuroinflammation, with current treatments remaining largely symptomatic. This review explores the potential of cell-based immunotherapy as a disease-modifying strategy. Advances in stem cell biology and immune engineering have facilitated the development of therapies using mesenchymal stem cells, chimeric antigen receptor T cells, macrophages, regulatory T cells, modified macrophages, and monoclonal antibodies. These approaches aim to regulate immune mechanisms implicated in neurodegeneration, such as microglial activation, systemic inflammation, and immune checkpoint dysregulation. Notably, macrophage-mediated delivery systems, such as genetically modified cells expressing neurotrophic factors or antioxidant enzymes, have demonstrated neuroprotective effects. Likewise, emerging data support T-cell modulation and monoclonal antibody development as therapeutic targets in amyotrophic lateral sclerosis, Alzheimer's disease, Parkinson's disease, and Huntington's disease. We highlight current preclinical findings, underlying mechanisms, and translational challenges, emphasizing that immunomodulatory cell therapies represent a promising avenue for precision medicine in neurodegenerative diseases."
41467414,High mobility group box 1 and its post-translational modifications: Molecular mechanisms underlying neurodegenerative disease pathogenesis.,Jun Li; Naming Wu; Yifan Xiao; Yiyuan Xia,Neural regeneration research,2025,2026,"High mobility group box 1 is a dynamic nuclear protein that acts as a damage-associated molecular pattern when released from cells and plays key roles in neurodegenerative diseases. This review comprehensively analyzes the related post-translational modifications that affect the dual functions of high mobility group box 1 in neuroinflammation and neuronal survival, including acetylation, phosphorylation, oxidation, S-nitrosylation, lactylation, and ubiquitination. Post-translational modifications play critical regulatory roles in high mobility group box 1 subcellular localization, release processes and the specificity of receptor binding. In Alzheimer's disease, high mobility group box 1 exacerbates the disease through the Toll-like receptor 4/nuclear factor kappa B signaling pathway. Inhibition of high mobility group box 1 acetylation can alleviate neuroinflammation. Parkinson's disease models indicate that the S-nitrosylation of Cys106 is essential for the secretion of high mobility group box 1, which contributes to dopaminergic degeneration through the activation of microglia. In multiple sclerosis, high mobility group box 1 obstructs remyelination by inhibiting the maturation of oligodendrocytes and activating pro-inflammatory pathways. In contrast, high mobility group box 1 can maintain autophagy and DNA repair functions, suggesting its protective role. Therapeutic strategies targeting high mobility group box 1 show potential benefits. Glycyrrhizic acid inhibits disulfide-linked high mobility group box 1, SIRT activators suppress acetylation, and anti-high mobility group box 1 antibodies neutralize extracellular isoforms, thereby improving the results of preclinical studies. However, the diverse functions of high mobility group box 1 and the lack of post-translational modification-specific biomarkers present challenges for clinical translation. Future research should aim to create selective inhibitors that can cross the blood-brain barrier to target harmful forms of high mobility group box 1, and establish post-translational modification-based biomarkers for early detection. This review emphasizes that accurately targeting of high mobility group box 1 post-translational modifications in neurodegenerative diseases could be a new approach that can interrupt neuroinflammatory cascades while maintaining neuroprotective functions."
41467412,Prospect in Alzheimer's disease integrative therapy targeting both amyloid-beta and tau.,Wei Zhang; Yiqun Zhou; Jiuyan Chen; Miranda Perez; Xiomara Claure; Roger M Leblanc,Neural regeneration research,2025,2026,"Alzheimer's disease is well characterized by the buildup of amyloid-β plaques and tau protein tangles, leading to neurodegeneration and cognitive impairments. Recent prosperous Alzheimer's disease therapeutic development targeting amyloid-β validates the amyloid hypothesis. Nonetheless, the limited efficacy of single-target therapies plus as-observed synergy between amyloid-β and tau calls for a thorough understanding of Alzheimer's disease pathogenesis. Thus, this review introduces Alzheimer's disease pathogenesis, specifically focusing on the amyloid-β and tau pathologies, highlights their interconnected nature, presents personal perspectives on therapeutic and diagnostic challenges, and underscores the necessity of combined therapeutic approaches to effectively address Alzheimer's disease."
41467389,"Sex hormones, the gut microbiome, and neurodegenerative diseases: Lifespan perspective.",Sarah Stahlke; Carsten Theiss,Neural regeneration research,2025,2026,"The gut-brain axis represents a highly integrated communication network, connecting the gastrointestinal tract and the central nervous system via neural, immune, endocrine, and metabolic pathways. Steroid hormones, such as estrogens, androgens, and glucocorticoids, play a pivotal role in modulating these interactions across the lifespan. These hormones influence the composition of microbiota, intestinal permeability, and neuroimmune responses, thereby shaping brain function and behavior. Emerging evidence suggests a correlation between disruptions in the gut-brain axis and the onset and progression of neurodegenerative diseases, including Parkinson's disease, Alzheimer's disease, and multiple sclerosis. The diseases exhibit distinct sex-specific patterns in terms of prevalence, symptomatology, and progression. These patterns are often the consequence of differences in steroid hormone levels, receptor distribution, and immune responses. Despite these differences, the role of sex as a biological variable remains underrepresented in experimental and clinical research. This review synthesizes current evidence on how steroid hormones modulate gut-brain axis interactions and how these mechanisms contribute to neurodegeneration in a sex-specific manner. We highlight recent findings on hormonal regulation of the gut microbiome and its impact on neuroinflammation and neuronal vulnerability. This overview focuses not only on Parkinson's disease, in which genetic variations in the gene for brain-derived neurotrophic factor have been observed among others as triggers for dopaminergic neurodegeneration. In addition, Alzheimer's disease and multiple sclerosis are also considered, in which the prevalence of intestinal dysbiosis and impaired intestinal barrier function have been identified as significant influencing factors. This review provides a comprehensive framework for understanding the gender-specific neurobiology of gut-brain axis by integrating perspectives from the fields of endocrinology, neuroimmunology, and microbiome research. It is argued that a targeted investigation of the interactions between hormones and gut-brain axis is essential for the development of sex-specific therapeutic strategies for neurodegenerative diseases."
41467385,CD11c + microglia: From basic research to clinical application.,Zipeng Zhou; Yongfei Zhao; Xiangyi Fan; Jinhui Zhang; Ruihan Niu; Yifei Ma; Fei Xie; Peifu Tang; Xifan Mei; Licheng Zhang; Junhao Deng,Neural regeneration research,2025,2026,"CD11c + microglia are a functionally specialized subpopulation of microglia that play a crucial role in the pathophysiological processes of various central nervous system diseases. This review synthesizes compelling evidence that CD11c + microglia exhibit unique transcriptomic and phagocytic characteristics. These characteristics distinguish them from homeostatic microglia and support their specialized functions. During development, CD11c + microglia are crucial for the maturation of oligodendrocytes and the integrity of white matter, particularly in regions such as the corpus callosum and cerebellum. In preclinical models of neurodegenerative diseases (such as Alzheimer's disease and amyotrophic lateral sclerosis) and central nervous system injuries (such as stroke and spinal cord injury), they are consistently associated with neuroprotective phenotypes. CD11c + microglia exhibit enhanced phagocytic capacity near amyloid plaques and damaged neurons, helping to clear pathological protein aggregates and cell debris, thereby reducing neurotoxicity and promoting a repair environment. The current consensus is that specific microenvironmental cues, particularly hazard signaling molecules damage-associated molecular patterns and cytokines (such as interferon-γ), are the main drivers of the differentiation and activation of CD11c + microglia. Among these, the TREM2-APOE signaling axis is a key and widely accepted regulatory pathway for their survival, proliferation, and functional status. The plasticity of CD11c + microglia is regulated by multiple signaling pathways, including CSF1R, SIRPα-CD47, interferon-γ, and the complement cascade. Emerging therapeutic strategies aim to regulate their activities through gene targeting, metabolic intervention, and immune regulation using TREM2 agonists, CSF1R inhibitors, or nanopharmacological methods. However, challenges remain in defining specific CD11c + biomarkers, understanding environment-dependent functions, and achieving targeted delivery. Future prospects depend on clearly addressing individual developmental issues, deciphering the molecular switches that control phenotypic plasticity, and developing highly specific therapeutic strategies to leverage their beneficial functions, thereby paving the way for new intervention methods for neurological diseases."
41467384,Neurovascular therapeutic potential of neuromodulation in Alzheimer's disease.,Maria Luisa De Paolis; Claudio Zaccone; Marcello D'Amelio,Neural regeneration research,2025,2026,No abstract available
41169223,Lycium barbarum glycopeptide protects neurons from amyloid-beta toxicity.,Zihang Chen; Xiao Wang; Simin Wang; Zelin Wu; Huajun Wang; Kin Chiu; Xiaofei Zheng; Kwok-Fai So,Neural regeneration research,2025,2026,No abstract available
42444486,Branched-chain amino acids and gut microbiota: coregulation and impact on neurological function via the gut-brain axis.,Qiong Li; Baowen Fan; Yao Xiao; Zhe Zhang; Siyi Zhao; Bin Liao; Jie Zeng; Xuesong Shan; Haonan Ye; Yuqi Wen; Lieliang Zhang; Hua Guo; Feng Xiao; Hong Zhu,Gut microbes,2026,2026,"Diseases that cause neurological dysfunction, such as Parkinson's disease (PD), Alzheimer's disease (AD), and maple syrup urine disease (MSUD), among others, are characterized by complex and multifaceted etiologies. There is growing evidence that branched-chain amino acids (BCAAs), regulated by the gut microbiota, play a critical role in the development of the central nervous system (CNS) disorders. This review focuses on the potential role of branched-chain amino acid metabolism in regulating brain function and gut microbiota. First, we summarize the current understanding of BCAAs, encompassing their biochemical metabolism, function, and systemic metabolic mechanisms. Subsequently, we delve into the mechanisms through which the gut microbiota regulates branched-chain amino acid metabolism, along with its mechanistic insights and recent evidence of its impact on neurological disorders. Finally, we discuss future research directions and challenges regarding gut BCAAs metabolism as a potential treatment for brain and gastrointestinal dysfunction."
42187062,Oxidative stress biomarkers and flavonoids in Alzheimer's disease: current clinical evidence and therapeutic perspectives.,Muhammad-Safuan Zainuddin; Narendra Pamidi; Adzzie Shazleen Azman; Kasthuri Bai Magalingam; Saatheeyavaane Bhuvanendran,Redox report : communications in free radical research,2026,2026,"Alzheimer's disease (AD) is a major global neurodegenerative disorder associated with high morbidity and mortality, yet current treatments remain largely symptomatic and ineffective in halting neurodegeneration. Growing evidence links oxidative stress potentially being an early event in AD progression. Consequently, therapeutic strategies targeting oxidative stress-mediated cellular damage are increasingly attractive. This review summarizes clinical evidence of oxidative stress biomarkers in AD and examines the neuroprotective mechanisms of flavonoids against oxidative stress <i>in vivo</i>, together with current clinical findings. Despite inconsistencies among studies due to variations in detection methods, a consistent trend of elevated oxidative stress in AD is evident, correlating with disease severity. Although <i>in vivo</i> studies have demonstrated that flavonoids restore antioxidant defences and suppress neuroinflammation, convincing clinical evidence of their efficacy in AD patients remains limited. Overall, these findings emphasize oxidative stress as a therapeutic target requiring further validation efforts."
42178714,Microbiome functional gene pathways are indicative of cognitive performance in older adults at risk for Alzheimer's disease.,Abigail L Zeamer; YuShuan Lai; Ethan Loew; Victoria Sanborn; Matthew Tracy; Cynthia Jo; Danielle Ferdinand; Doyle V Ward; Shakti K Bhattarai; Johnathan Drake; Beth A McCormick; Vanni Bucci; John P Haran,Gut microbes,2026,2026,"Disturbances in the gut microbiome are increasingly correlated with neurodegenerative disorders, including Alzheimer's disease. Multiple lines of emerging evidence are consistent with the microbiome's involvement in disease pathology in AD by triggering or potentiating systemic and neuroinflammation, thereby influencing disease pathology through the ""microbiota-gut-brain axis."" Currently, the copathologies contributing to cognitive decline and symptomatic progression in AD remain unknown and understudied. Changes in the gut microbiome composition may offer clues to potential systemic physiologic and neuropathologic changes that contribute to cognitive decline. Here, we recruited a cohort of 260 older adults (aged 60 y or older) living in the community and followed them over time, tracking objective measures of cognition, clinical information, and gut microbiome samples. Subjects were classified as healthy controls, exhibiting mild cognitive impairment, or having dementia based on clinical assessments. Using metagenomic sequencing and gene pathway analyses, we found that certain microbial-encoded metabolic pathways correlated with worse cognitive performance. Specifically, genes involved in the urea cycle, polyamine synthesis, or the metabolism of methionine and cysteine predicted worse cognitive performance. Our study suggests that the gut microbiome composition may be linked to cognitive impairment along the AD continuum and points to microbial metabolic pathways that may potentiate disease."
41896724,Circulatory dietary and gut-derived metabolites predict early cognitive decline.,Emily Connell; Saber Sami; Mizanur Khondoker; Anne Marie Minihane; Matthew G Pontifex; Michael Müller; Simon McArthur; Gwenaelle Le Gall; David Vauzour,Gut microbes,2026,2026,"A key component of disease prevention is the identification of at-risk individuals. Microbial dysbiosis in the early stages of cognitive decline and Alzheimer's disease (AD) and can modulate the levels of microbe-derived metabolites (MDM), thought to contribute to neuroinflammation, blood‒brain barrier dysfunction, and neuronal degeneration. However, the precise role of MDM in this process, as well as their potential value as risk factors, remains poorly understood. Mass spectrometry platforms determined the serum concentration of 33 metabolites (13 tryptophan-related compounds, 15 bile acid compounds, 3 TMAO-related metabolites and 2 cresol metabolites) from cognitively healthy subjects, subjective cognitive impairment (SCI) participants and mild cognitive impairment (MCI) participants (<i>n</i> = 50 per group, matched for age, BMI and sex). Multiple linear regression and machine learning techniques were applied to identify a metabolite panel capable of classifying early cognitive decline. 16S rRNA amplicon sequencing was employed to identify bacterial taxa associated with these metabolic changes. Multiple linear regression modelling, adjusted for sex, BMI, age, albumin (for its role in metabolite transport), liver and kidney function, and background diet, identified key neuroprotective metabolites, namely choline, 5-hydroxyindole acetic acid, and indole propionic acid (IPA), as lower in SCI and MCI individuals compared to healthy controls. In contrast, the cytotoxic metabolite, indoxyl sulfate, and kynurenic acid were elevated. A random forest algorithm with multiclass classification further validated these findings, highlighting six metabolites (indoxyl sulfate, choline, 5-hydroxyindole acetic acid, IPA, kynurenic acid, and kynurenine) as classifiers of early cognitive decline, achieving an area under the curve (AUC) of 0.79. These findings suggest that MDM may serve as putative composite biomarkers of early cognitive decline, offering potential clinical relevance for metabolic risk stratification and supporting the future development of minimally invasive screening tools."
41896164,Interventions to support young carers/supporters of people living with dementia: a mixed methods systematic review.,Kirstie Goodchild; Ellice Parkinson; Jane L Cross,International journal of qualitative studies on health and well-being,2026,2026,"Despite children being young carers for people living with dementia globally, and evidence suggesting they need more support, there is limited research evaluating best practice for dementia-care related interventions for children. The purpose of this work was therefore to comprehensively summarise the existing literature by synthesising studies appraising existing child-focused and dementia-care relevant interventions. A mixed methods systematic review with a convergent integrated synthesis approach. Four databases were systematically searched from 1st January 2013 to 9th February 2024. Qualitative, quantitative, and mixed methods studies evaluating any intervention programme that aimed to improve children's understanding and/or support for people living with dementia were included. Seventeen studies, evaluating 15 different interventions (1,345 participants), were eligible for inclusion. Extracted data were inductively synthesised into 18 categories, forming six integrated findings relating to what makes interventions useful for helping children to understand and/or support people living with dementia. The findings can inform the development of interventions for children with dementia care responsibilities, and further robust research."
41863079,Overcoming the blood‒brain barrier: nanomedicine strategies for targeted delivery and multimodal therapy in Alzheimer's disease.,Jiahui Li; Liting Guo; Weiyi Cai; Juanjuan Mei; Jie Liu; Yanan Liu,Drug delivery,2026,2026,"Alzheimer's disease (AD) remains a significant therapeutic challenge, primarily because the formidable blood‒brain barrier (BBB), which drastically limits the brain bioavailability of most drugs. Nanoparticle-based drug delivery systems offer a promising strategy to overcome this central obstacle. This review systematically examines the design, mechanisms, and applications of nanomedicine in AD therapy. We analyze key strategies for enhancing BBB penetration through surface engineering and the utilization of various nanocarriers, including liposomes, exosomes, dendrimers, and carbon dots. Furthermore, we discuss how stimuli-responsive release mechanisms (e.g. responsive to pH, enzymes, reactive oxygen species, light, or ultrasound) enable targeted and precise drug delivery. A critical focus is placed on how these multifunctional nanoplatforms can address multiple AD pathogenic pathways simultaneously, such as amyloid-β and tau aggregation, cholinergic dysfunction, oxidative stress, neuroinflammation, and gut‒brain axis dysregulation. Although preclinical evidence is compelling, the clinical translation of these nanotherapies is hindered by challenges related to long-term biocompatibility, scalable manufacturing, patient heterogeneity, and regulatory frameworks. This review highlights the translational potential of nanomedicine in AD treatment while outlining the key hurdles that must be addressed for its successful implementation."
41527932,A novel Mediterranean diet-inspired supplement reduces hippocampal amyloid deposits and microglial activation through the modulation of the microbiota gut-brain axis in 5xFAD mice.,Emily Connell; Gwénaëlle Le Gall; Simon McArthur; Leonie Lang; Bernadette Breeze; Marrium Liaquat; Matthew G Pontifex; Saber Sami; Line Pourtau; David Gaudout; Michael Müller; David Vauzour,Gut microbes,2026,2026,"Alzheimer's disease (AD) is projected to increase in prevalence, heightening the need for strategies to alleviate its neuropathological burden. The bioactive constituents of a Mediterranean-style diet are well-recognised for their neuroprotective properties. Due to their capacity to alter the gut microbiome composition, these benefits may involve modulation of the microbiota-gut-brain axis. In this study, we investigated whether a novel supplement enriched with key Mediterranean diet-derived bioactives (Neurosyn240) could reduce amyloid deposition and microglial activation in 5xFAD mice, a transgenic model of AD, through microbiota-mediated mechanisms. Male and female 5xFAD transgenic mice (<i>n</i> = 16 per sex) were randomly assigned to receive either a standard control diet or a diet supplemented with Neurosyn240 for 12 weeks. Employing a multi-omics approach, gut microbiota composition was profiled using 16S rRNA ampliconsequencing, serum metabolites were quantified via targeted metabolomics, and hippocampal gene expression was analysed through qPCR and RNA sequencing. Neuropathological markers, including amyloid-β deposition and microglial activation, were evaluated using immunofluorescence staining. Statistical analyses were performed using two-way ANOVA to examine the main effects of diet and sex and their interaction. Neurosyn240 significantly shifted the gut microbiome composition, which was associated with increased circulatory serotonin levels and decreased kynurenine and bile acids (TCA, HDCA, TDCA, CDCA and LCA) concentrations. In the brain, Neurosyn240 consumption led to a significant reduction in hippocampal amyloid deposits and Iba-1 positive microglia (p<0.05), which were associated with decreased LCA and increased serotonin, respectively. Hippocampal RNA sequencing further highlighted the upregulation of genes involved in promoting amyloid beta clearance mechanisms. Together, these findings highlight novel neuroprotective effects of Neurosyn240 in modulating metabolite-mediated pathways of the microbiota-gut-brain axis, accentuating its therapeutic potential against AD progression."
42320775,Ethnopharmacological landscape of Azadirachta indica (Neem): Phytochemical diversity bridging traditional heritage and modern medicine.,Arpit Sharma; Shruti S Raut; Alok Shukla; Nancy Parul; Amit Singh; Abha Mishra,Journal of ethnopharmacology,2026,2026,"Azadirachta indica A. Juss. (neem) is a cornerstone of traditional medicine across tropical regions, recognized for its broad-spectrum therapeutic applications. However, the translation of its extensive ethnopharmacological legacy into evidence-based therapy is hindered by fragmented reports and a lack of systematic integration. This narrative review aims to provide a quantitative and mechanistic synthesis of neem's phytochemical diversity and pharmacological landscape, explicitly distinguishing itself from prior work by mapping over 140 bioactive compounds to specific molecular pathways and clinical potential, while critically evaluating translational barriers. A literature search of Web of Science, PubMed, and Scopus was conducted for peer-reviewed articles published between January 2001 and November 2025, using keywords related to Azadirachta indica, neem phytochemistry, pharmacology, and toxicology. Phytochemical investigations have identified over 140 distinct compounds, including limonoids (e.g., azadirachtin, nimbolide, gedunin), flavonoids, and phenolic acids, distributed across all plant parts. These compounds modulate core signaling hubs-NF-κB, PI3K/Akt/mTOR, Nrf2, and MAPK-underpinning a broad pharmacological spectrum. Preclinical studies suggest that neem-derived compounds exhibit antiproliferative activity against breast, cervical, colon, and prostate cancer cell lines, although in vitro IC<sub>50</sub> values alone are not predictive of clinical efficacy. Neem extracts and phytochemicals have also demonstrated neuroprotective effects in experimental models of Alzheimer's and Parkinson's diseases and antidiabetic activity in streptozotocin-induced diabetic rodents; however, the translational relevance of these findings to human disease remains to be established through rigorous clinical investigation. Beyond human health, neem's insecticidal and antifeedant properties support eco-friendly agricultural applications. However, clinical validation remains strikingly limited: only fifteen interventional trials are registered, most for oro-dental conditions, with no published phase II/III results for systemic diseases. Toxicological reports confirm dose- and route-dependent risks, including pediatric encephalopathy from neem oil ingestion and embryotoxicity, necessitating explicit safety guidelines. Neem possesses validated, multi-target therapeutic potential, yet its clinical translation is currently impeded by poor bioavailability, extract standardization gaps, and a paucity of rigorous human trials. Future research must prioritize pharmacokinetic optimization (e.g., nanoformulations), establishment of certified reference materials, and well-designed phase trials in oncology and metabolic disease, rather than further preclinical cataloging."
42320774,Ditan Decoction alleviates glutamate excitotoxicity in an Aβ-induced Alzheimer's disease-like model through the regulation of ERBB2/PI3K/AKT signaling pathway.,Lisong Ren; Shangzhi Liu; Xingyang Sun; Yini Zhang; Ping Wang; Ling Liu; Lin-Lin Chen,Journal of ethnopharmacology,2026,2026,"Alzheimer's disease (AD), as the most prevalent form of dementia among the elders, poses a major global health challenge. Ditan Decoction (DTD), a classic prescription from traditional Chinese medicine, demonstrates potent capacity against neurological disorders. Nevertheless, the specific components of DTD and its mechanisms in treating AD remain unclear. The study was designed to investigate the underlying substance basis and molecular mechanisms of DTD in treating Aβ<sub>1-42</sub>-induced cognitive decline in rats. The AD model rats established by Aβ<sub>1-42</sub> injection were subjected to cognitive function assessment through Y-maze, Morris water maze and novel object recognition tests. Neuronal damage and dendritic spine integrity were evaluated by Nissl and Golgi staining. The constituent assignment of DTD in vitro and in vivo was accomplished by LC-MS, and potential targets for AD treatment were predicted through network pharmacology, broad-target metabolomics, molecular docking and molecular dynamics simulations. Immunofluorescence and neurotransmitter assay served to analyze neuronal activation levels and glutamate content. Protein expressions of signal pathway were detected in hippocampus and validated by serum pharmacology in HT22 cells using Western blot analysis. DTD treatment significantly alleviated the cognitive dysfunction in AD model rats. LC-MS analysis identified 268 compounds in DTD, with 23 active ingredients absorbed in vivo. Integrated analyses combining network pharmacology, metabolomic profiling, molecular docking, and molecular dynamics simulations indicated that DTD may exert therapeutic effects against AD by lowering glutamate levels in hippocampus via the regulation of ERBB2/PI3K/AKT signaling pathways. DTD upregulated the expression of ERBB2 and p-AKT, reduced glutamate-induced neuronal activation levels and hippocampal glutamate content, and elevated the level of synaptic proteins PSD95, Syn1 and NR2A/B, thereby improving the structural and functional integrity of synapses. Cell tests confirmed that DTD alleviated glutamate-induced excitotoxicity and synaptic dysfunction in HT22 cells via ERBB2/PI3K/AKT pathway, which was abolished by ERBB2 inhibitor AG-825 and PI3K inhibitor LY294002. This study elucidates the neuroprotective mechanism of DTD within AD model rats. DTD improves synaptic dysfunction by reducing hippocampal glutamate concentrations and counteracting glutamate-mediated excitotoxicity via the ERBB2/PI3K/AKT signaling pathway."
42259049,Gold-nanocube-based SERS sensor for accurate detection of Alzheimer's disease biomarkers: Aβ42 and MAO-B.,Chenchen Wang; Xiaolei Song; Diantao Chen; Junyu Su; Yong Wang; Cheng Huang; Wei Wei,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",2026,2026,"Considering the irreversible nature of Alzheimer's disease (AD), early diagnosis is of great importance for AD treatment. Both β-amyloid (Aβ) and monoamine oxidase B (MAO-B) are potential biomarkers for AD. This study developed a surface-enhanced Raman scattering (SERS) sensor using gold-nanocube (OX-AuNCs) to detect Aβ42 and MAO-B. OX-AuNCs, a type of gold-nanocube with open gaps, achieved a Raman enhancement factor of 8.99 × 10<sup>8</sup> due to numerous hot spots. The specific affinity between Thioflavin T (ThT) and Aβ42 inhibits ThT's intramolecular rotation, reducing its SERS signal. This reduced signal showed a linear correlation with Aβ42 concentrations from 66.70 pM to 0.20 μM, achieving a limit of detection (LOD) at 44.30 pM, while also distinguishing different aggregation levels of Aβ42. Interestingly, SERS intensity of phenethylamine (PEA) also decreased significantly when interacting with MAO-B. A linear relationship was found between the change in PEA intensity and MAO-B concentration (0.01-20.00 μg mL<sup>-1</sup>), yielding an LOD of 5.00 ng mL<sup>-1</sup>. The proposed SERS sensor effectively detected two potential AD biomarkers, Aβ42 and MAO-B, in artificial cerebrospinal fluid (ACSF) and human serum with satisfactory recovery rates, respectively. These results show promise for clinical diagnosis and drug screening for AD."
