PMID,Title,Authors,Journal,Year,Journal_Year,Abstract
39589170,Emerging role of microglia in the developing dopaminergic system: Perturbation by early life stress.,Kaijie She; Naijun Yuan; Minyi Huang; Wenjun Zhu; Manshi Tang; Qingyu Ma; Jiaxu Chen,Neural regeneration research,2024,2026,"Early life stress correlates with a higher prevalence of neurological disorders, including autism, attention-deficit/hyperactivity disorder, schizophrenia, depression, and Parkinson's disease. These conditions, primarily involving abnormal development and damage of the dopaminergic system, pose significant public health challenges. Microglia, as the primary immune cells in the brain, are crucial in regulating neuronal circuit development and survival. From the embryonic stage to adulthood, microglia exhibit stage-specific gene expression profiles, transcriptome characteristics, and functional phenotypes, enhancing the susceptibility to early life stress. However, the role of microglia in mediating dopaminergic system disorders under early life stress conditions remains poorly understood. This review presents an up-to-date overview of preclinical studies elucidating the impact of early life stress on microglia, leading to dopaminergic system disorders, along with the underlying mechanisms and therapeutic potential for neurodegenerative and neurodevelopmental conditions. Impaired microglial activity damages dopaminergic neurons by diminishing neurotrophic support (e.g., insulin-like growth factor-1) and hinders dopaminergic axon growth through defective phagocytosis and synaptic pruning. Furthermore, blunted microglial immunoreactivity suppresses striatal dopaminergic circuit development and reduces neuronal transmission. Furthermore, inflammation and oxidative stress induced by activated microglia can directly damage dopaminergic neurons, inhibiting dopamine synthesis, reuptake, and receptor activity. Enhanced microglial phagocytosis inhibits dopamine axon extension. These long-lasting effects of microglial perturbations may be driven by early life stress-induced epigenetic reprogramming of microglia. Indirectly, early life stress may influence microglial function through various pathways, such as astrocytic activation, the hypothalamic-pituitary-adrenal axis, the gut-brain axis, and maternal immune signaling. Finally, various therapeutic strategies and molecular mechanisms for targeting microglia to restore the dopaminergic system were summarized and discussed. These strategies include classical antidepressants and antipsychotics, antibiotics and anti-inflammatory agents, and herbal-derived medicine. Further investigations combining pharmacological interventions and genetic strategies are essential to elucidate the causal role of microglial phenotypic and functional perturbations in the dopaminergic system disrupted by early life stress."
41396689,Unraveling the potential of gasotransmitters as neurogenic and neuroprotective molecules: focus on Alzheimer's and Parkinson's diseases.,Sónia Simão; Daniela F Santos; Mariana Teixeira; Rafaela R Agostinho; Joana Rodrigues; Marta Vitorino; Inês M Araújo,Redox report : communications in free radical research,2025,2026,"Alzheimer's disease and Parkinson's disease are the two most prevalent neurodegenerative disorders worldwide, both characterized by progressive neuronal loss. Despite distinct pathophysiological features, they share cellular dysfunctions such as abnormal protein aggregation, oxidative stress, and neuroinflammation, research into which might be beneficial for developing novel therapeutic strategies that could tackle both conditions. This review highlights the emerging role of the gasotransmitters nitric oxide, carbon monoxide and hydrogen sulfide as modulators of adult neurogenesis and neuroprotection in Alzheimer's disease and Parkinson's disease. We have gathered recent evidence demonstrating that these endogenous gases exert anti-inflammatory, antioxidant, and anti-apoptotic effects, and, critically, promote neurogenesis - suggesting a dual neuroprotective and neuroregenerative therapeutic potential. The unique physicochemical features of these gasotransmitters, including their ability to cross the blood-brain barrier and diffuse rapidly throughout the neural tissue, further support their suitability as candidates for innovative neuroregenerative treatments. While clinical translation remains challenging, harnessing the neurogenic and neuroprotective actions of these gasotransmitters may offer transformative avenues for addressing the increasing burden of Alzheimer's disease and Parkinson's disease."
41467444,Interplay of GBA1 with lysosomal dysfunction and inflammation in Parkinson's disease.,Ruochen Wang; Taku Hatano; Nobutaka Hattori; Davide Cossu,Neural regeneration research,2025,2026,"Mutations in the glucocerebrosidase ( GBA1 ) gene, encoding the lysosomal enzyme glucocerebrosidase, represent the most significant genetic risk factor for Parkinson's disease. These variants define a distinct clinical subtype characterized by earlier onset, accelerated motor decline, and pronounced cognitive impairment. This review synthesizes current insights into the molecular mechanisms linking GBA1 dysfunction to lysosomal failure, α-synuclein aggregation, and neuroinflammation. Pathogenic alleles such as N370S and L444P disrupt sphingolipid metabolism, resulting in toxic accumulations of glucosylceramide and glucosylsphingosine, endoplasmic reticulum stress, and impaired clearance of misfolded proteins. This initiates a self-reinforcing cycle in which glucocerebrosidase deficiency promotes α-synuclein aggregation, which subsequently impairs glucocerebrosidase trafficking. We explore the convergence of GBA1 mutations on the lysosomal-mitochondrial-autophagy axis, where impaired autophagic flux and disrupted organelle crosstalk amplify oxidative stress and activate the NLR family pyrin domain containing 3 inflammasome. The contribution of microglia, astrocytes, and oligodendrocytes to the neuroinflammatory cascade is eamined, along with the emerging influence of the microbiome-gut-brain axis in disease progression. Finally, we evaluate emerging therapeutic strategies, including pharmacological chaperones, NLRP3 inhibitors, adeno-associated virus-based gene therapy, and microbiome modulation, highlighting both promises and translational challenges such as blood-brain barrier penetration and mutation-specific efficacy. We conclude by advocating for precision medicine approaches, supported by robust biomarker development and advanced disease models, to guide tailored interventions for this aggressive Parkinson's disease subtype."
41467443,Mitochondria-associated endoplasmic reticulum membranes and calcium ion exchange: A novel direction for aging and neurodegenerative diseases.,Yuxuan Yang; Mengjie Chen; Lingling Ding; Jiaxi Liu; Jiansheng Luo; Ruyu Yan; Jiaqi Ning; Siyi Xie; Xiang Li; Zhihao Ren; Ruiling Zhou; Zhuoya Chen,Neural regeneration research,2025,2026,"Mitochondria-associated endoplasmic reticulum membranes serve as crucial signaling hubs mediating communication between the endoplasmic reticulum and mitochondria, and play a central role in calcium ion exchange. This dynamic interface regulates key cellular processes including bioenergetic metabolism, apoptosis, autophagy, and stress responses. Dysregulation of calcium transport associated with mitochondria-associated endoplasmic reticulum membranes can disrupt intracellular homeostasis, leading to mitochondrial dysfunction, oxidative stress, and neuronal death, which are hallmarks of aging and neurodegenerative diseases. This review systematically examines the functions of protein complexes within mitochondria-associated endoplasmic reticulum membranes and the pathogenic mechanisms of calcium signaling regulated by these membranes in neurodegenerative disorders. It places particular emphasis on structural alterations in calcium ion transport machinery as a common mechanism underlying various neurodegenerative diseases. In Alzheimer's disease, mitochondria-associated endoplasmic reticulum membranes exhibit a hyperactive state, promoting the generation of amyloid-β and enhancing calcium ion flux from the endoplasmic reticulum to the mitochondria. In contrast, in Parkinson's disease and amyotrophic lateral sclerosis, the activity of mitochondria-associated endoplasmic reticulum membranes is reduced, leading to a decline in mitochondrial calcium ion buffering capacity and exacerbating excitotoxicity. Proteins residing in mitochondria-associated endoplasmic reticulum membranes are disrupted across various neurodegenerative diseases, resulting in abnormal communication between the endoplasmic reticulum and mitochondria. Recent studies indicate that mitochondria-associated endoplasmic reticulum membranes play a bidirectional role in disease progression, and compensatory mechanisms often exacerbate the pathological process. Therapeutic strategies aimed at preserving the integrity of mitochondria-associated endoplasmic reticulum membranes hold promise for alleviating neurodegenerative damage. Therefore, calcium ion exchange mediated by mitochondria-associated endoplasmic reticulum membranes plays a key role in aging and neurodegenerative diseases, making it a highly promising therapeutic target."
41467440,Error-prone translation as a driver of proteostasis collapse and neurodegeneration.,Rashid Akbergenov; David P Wolfer; Dennis Gillingham; Dimitri Shcherbakov,Neural regeneration research,2025,2026,"Error-prone translation, resulting in inaccuracies in protein synthesis, is increasingly recognized as a critical contributor to proteostasis disruption and the pathogenesis of age-related neurological disorders. In recent years, numerous studies have elucidated that stochastic errors during mRNA translation may act as a molecular ""tipping point"" initiating pathogenic protein misfolding. A detailed analysis of how translation errors lead to protein misfolding, aggregation, and subsequent neurotoxicity will facilitate the identification of promising therapeutic targets for neurodegenerative diseases such as Alzheimer's disease, Parkinson's disease, and amyotrophic lateral sclerosis. This article explores the contribution of mistranslation to proteostasis decline, focusing on the unique vulnerabilities of neuronal cells. We review the sources of translation errors, effects of ribosomal ambiguity and error-restrictive mutations, role of proteostatic mechanisms (such as molecular chaperones, ubiquitin-proteasome system, and unfolded protein response), and provide a unified perspective that links age-related translational infidelity to neurodegeneration. By synthesizing the most recent data obtained with genetically modified cellular and animal model studies, we highlight how age-associated decline in translational fidelity exacerbates proteostasis failure and propose potential therapeutic interventions targeting translation accuracy to mitigate neurodegeneration."
41467438,"Organoids: Key advances, optimization, and technological iterations in their application to neurodegenerative diseases.",Jiangyu Zhao; Jing Wang; Xing Guo,Neural regeneration research,2025,2026,"Organoid technology, as an innovative approach, has shown great potential in disease modeling, target screening, and the development of treatment strategies. However, traditional organoids still have three major limitations in research: the absence of specific cell types, the lack of blood-brain barrier structure, and insufficient reproducibility of experimental results. In recent years, researchers have gradually overcome these limitations by introducing innovative techniques such as advanced culture methods, microfluidic systems, bioprinting, organoid transplantation, and assembloid construction. This progress has facilitated the widespread application of organoids in the study of neurodegenerative diseases. This paper aims to systematically review the technological innovations of organoids in the study of neurodegenerative diseases. By summarizing classical organoid construction strategies and their limitations, it emphasizes the value of organoids in comprehensive applications within neurodegenerative disease research. In this review, we focus on five specific neurodegenerative diseases: Alzheimer's disease, Parkinson's disease, Huntington's disease, amyotrophic lateral sclerosis, and frontotemporal dementia. Research in these diseases demonstrates that organoids improve experimental accessibility and reduce development cycles in disease modeling, target discovery, and therapeutic strategy formation. Using customized equipment and gene editing techniques, these organoids can be tailored to specific needs, providing pathophysiologically relevant disease models and enhancing our understanding of neurodegenerative diseases. Although organoid technology has demonstrated significant advantages in disease research, its potential for treating neurodegenerative diseases has not yet been fully explored, which may become an important direction for future research."
41467429,Therapeutic potential of astrocyte transdifferentiated neurons.,Xiaojun Liang; Rongxing Qin; Qingchun Qin; Wei Xu; Hongyu Xu; Xinyu Lai; Lingduo Shao; Caiqi Li; Minshan Xie; Xiaoyuan Xiong; Qi Tang; Li Chen,Neural regeneration research,2025,2026,"The permanent functional deficits resulting from the inability of adult mammalian central nervous system neurons to regenerate after injury present a significant clinical challenge. While traditional stem cell transplantation strategies continue to encounter ethical concerns and the risk of immune rejection, this impasse has shifted regenerative medicine research toward targeting endogenous astrocytes. Due to their intrinsic plasticity, widespread distribution throughout the central nervous system, and affinity for neurodevelopmental lineage, astrocytes are a unique target for in situ neuronal regeneration. This review systematically elucidates the core regulatory network governing astrocyte transdifferentiation, identifying 10 key signaling pathways, such as Wnt signaling pathway, that form a cascade regulatory system. Directed overexpression of transcription factors such as NeuroD1, Ascl1, or Neurog2 can directly initiate neuronal phenotypic conversion. Meanwhile, small molecule compounds such as valproic acid combined with CHIR99021 activate endogenous neurogenic programs by inhibiting the bone morphogenetic protein signaling axis. Notably, polypyrimidine tract binding protein 1 ( PTB ) gene silencing significantly enhances transdifferentiation efficiency by suppressing the microRNA 124/re1 silencing transcription factor (miR-124/REST) feedback loop. From a translational perspective, a multidimensional evaluation system based on morphological, molecular marker, and electrophysiological properties has demonstrated considerable therapeutic potential. In stroke models, NeuroD1-mediated transdifferentiation replenished approximately 30% of lost cortical neurons and improved motor coordination, evidenced by enhanced performance in food pellet retrieval, grid walking, and cylinder tests compared with controls. In spinal cord injury studies, SOX2-induced glutamatergic neurons moderately reduced glial scar density by about 25%, permitting regenerating axons to pass through while preserving the supportive structure of scar. In neurodegenerative contexts, PTB inhibition yielded functionally mature dopaminergic neurons and reconstructed nigrostriatal pathways in Parkinson's disease models. In Alzheimer's disease models, adeno-associated virus-delivered NeuroD1 induced whole-brain neural circuit remodeling, generating 500,000 new neurons widely distributed across the cortex and hippocampus, accompanied by improved cognitive performance. Current technical limitations include off-target effects of adeno-associated virus vectors, which cause nonspecific gene expression and require rigorous validation via Cre-loxP lineage tracing. Transdifferentiation efficiency is also highly influenced by regional microenvironments: gray matter astrocytes show higher conversion rates than those in white matter, and oxidative stress increases apoptosis among newly generated neurons. Clinical translation is further constrained by the safety of delivery systems and the aging tissue microenvironment, where transforming growth factor beta 1 is often elevated. Ferroptosis inhibitors have been shown to nearly double the survival rate of transdifferentiated cells, offering a novel strategy to mitigate oxidative damage. Based on current evidence, astrocyte transdifferentiation enables neural functional recovery across multiple disease models through endogenous repair mechanisms. Future advances should focus on optogenetically inducible vectors for spatiotemporal precision, non-viral delivery systems to mitigate vector-related risks, and integration of long-term safety validation in non-human primates with single-cell multi-omics technologies to facilitate the clinical translation of personalized regenerative therapies."
41467421,Cell-based immunotherapy for neurodegenerative disease: A promising avenue.,Tomas J Huerta; Valentina Urbina-Muñoz; Valentina Urra-Alvarez; Cristopher Villablanca; Luis S Gomez-Perez; Barbara Saavedra; Tomás Contreras; René L Vidal,Neural regeneration research,2025,2026,"Neurodegenerative diseases such as amyotrophic lateral sclerosis, Alzheimer's disease, Parkinson's disease, and Huntington's disease are characterized by progressive neuronal loss and chronic neuroinflammation, with current treatments remaining largely symptomatic. This review explores the potential of cell-based immunotherapy as a disease-modifying strategy. Advances in stem cell biology and immune engineering have facilitated the development of therapies using mesenchymal stem cells, chimeric antigen receptor T cells, macrophages, regulatory T cells, modified macrophages, and monoclonal antibodies. These approaches aim to regulate immune mechanisms implicated in neurodegeneration, such as microglial activation, systemic inflammation, and immune checkpoint dysregulation. Notably, macrophage-mediated delivery systems, such as genetically modified cells expressing neurotrophic factors or antioxidant enzymes, have demonstrated neuroprotective effects. Likewise, emerging data support T-cell modulation and monoclonal antibody development as therapeutic targets in amyotrophic lateral sclerosis, Alzheimer's disease, Parkinson's disease, and Huntington's disease. We highlight current preclinical findings, underlying mechanisms, and translational challenges, emphasizing that immunomodulatory cell therapies represent a promising avenue for precision medicine in neurodegenerative diseases."
41467414,High mobility group box 1 and its post-translational modifications: Molecular mechanisms underlying neurodegenerative disease pathogenesis.,Jun Li; Naming Wu; Yifan Xiao; Yiyuan Xia,Neural regeneration research,2025,2026,"High mobility group box 1 is a dynamic nuclear protein that acts as a damage-associated molecular pattern when released from cells and plays key roles in neurodegenerative diseases. This review comprehensively analyzes the related post-translational modifications that affect the dual functions of high mobility group box 1 in neuroinflammation and neuronal survival, including acetylation, phosphorylation, oxidation, S-nitrosylation, lactylation, and ubiquitination. Post-translational modifications play critical regulatory roles in high mobility group box 1 subcellular localization, release processes and the specificity of receptor binding. In Alzheimer's disease, high mobility group box 1 exacerbates the disease through the Toll-like receptor 4/nuclear factor kappa B signaling pathway. Inhibition of high mobility group box 1 acetylation can alleviate neuroinflammation. Parkinson's disease models indicate that the S-nitrosylation of Cys106 is essential for the secretion of high mobility group box 1, which contributes to dopaminergic degeneration through the activation of microglia. In multiple sclerosis, high mobility group box 1 obstructs remyelination by inhibiting the maturation of oligodendrocytes and activating pro-inflammatory pathways. In contrast, high mobility group box 1 can maintain autophagy and DNA repair functions, suggesting its protective role. Therapeutic strategies targeting high mobility group box 1 show potential benefits. Glycyrrhizic acid inhibits disulfide-linked high mobility group box 1, SIRT activators suppress acetylation, and anti-high mobility group box 1 antibodies neutralize extracellular isoforms, thereby improving the results of preclinical studies. However, the diverse functions of high mobility group box 1 and the lack of post-translational modification-specific biomarkers present challenges for clinical translation. Future research should aim to create selective inhibitors that can cross the blood-brain barrier to target harmful forms of high mobility group box 1, and establish post-translational modification-based biomarkers for early detection. This review emphasizes that accurately targeting of high mobility group box 1 post-translational modifications in neurodegenerative diseases could be a new approach that can interrupt neuroinflammatory cascades while maintaining neuroprotective functions."
41467389,"Sex hormones, the gut microbiome, and neurodegenerative diseases: Lifespan perspective.",Sarah Stahlke; Carsten Theiss,Neural regeneration research,2025,2026,"The gut-brain axis represents a highly integrated communication network, connecting the gastrointestinal tract and the central nervous system via neural, immune, endocrine, and metabolic pathways. Steroid hormones, such as estrogens, androgens, and glucocorticoids, play a pivotal role in modulating these interactions across the lifespan. These hormones influence the composition of microbiota, intestinal permeability, and neuroimmune responses, thereby shaping brain function and behavior. Emerging evidence suggests a correlation between disruptions in the gut-brain axis and the onset and progression of neurodegenerative diseases, including Parkinson's disease, Alzheimer's disease, and multiple sclerosis. The diseases exhibit distinct sex-specific patterns in terms of prevalence, symptomatology, and progression. These patterns are often the consequence of differences in steroid hormone levels, receptor distribution, and immune responses. Despite these differences, the role of sex as a biological variable remains underrepresented in experimental and clinical research. This review synthesizes current evidence on how steroid hormones modulate gut-brain axis interactions and how these mechanisms contribute to neurodegeneration in a sex-specific manner. We highlight recent findings on hormonal regulation of the gut microbiome and its impact on neuroinflammation and neuronal vulnerability. This overview focuses not only on Parkinson's disease, in which genetic variations in the gene for brain-derived neurotrophic factor have been observed among others as triggers for dopaminergic neurodegeneration. In addition, Alzheimer's disease and multiple sclerosis are also considered, in which the prevalence of intestinal dysbiosis and impaired intestinal barrier function have been identified as significant influencing factors. This review provides a comprehensive framework for understanding the gender-specific neurobiology of gut-brain axis by integrating perspectives from the fields of endocrinology, neuroimmunology, and microbiome research. It is argued that a targeted investigation of the interactions between hormones and gut-brain axis is essential for the development of sex-specific therapeutic strategies for neurodegenerative diseases."
41169217,Retinal proteomics in neurodegeneration: Insights into ocular and brain disorders.,Shahab Mirshahvaladi; Bhakta Prasad Gaire; Sara Assar Kashani; Aparajeeta Guha; Yosef Koronyo; Dieu-Trang Fuchs; Yuyi You; Keith L Black; Joao A Paulo; Stuart L Graham; Vivek Gupta; Mehdi Mirzaei; Maya Koronyo-Hamaoui,Neural regeneration research,2025,2026,"Dysregulated proteome in the retina represents a promising avenue for discovering novel therapeutic targets and noninvasive diagnostic biomarkers for neurodegenerative diseases with ocular manifestations. Advanced mass spectrometry-based proteomics techniques have shown considerable potential in investigating the retinal proteome in diseases such as glaucoma, age-related macular degeneration, diabetic retinopathy, retinitis pigmentosa, as well as Alzheimer's disease, amyotrophic lateral sclerosis, and Parkinson's disease. Recent proteomics innovations are overcoming challenges such as limited sample size and protein coverage that previously hindered comprehensive retinal proteome analysis. Notably, the incorporation of artificial intelligence-driven computational pipelines, including Graphics Processing Unit-accelerated deep learning architectures, has markedly enhanced the precision and effectiveness of retinal proteomics. These advances facilitate high-resolution identification of novel protein signatures within large-scale multi-omics datasets. Furthermore, the integration of advanced artificial intelligence with state-of-the-art big data infrastructures supports the early detection of biomarkers and therapeutic targets in neurodegenerative diseases with ocular involvement, offering unprecedented disease specificity and sensitivity. In addition to these computational strides, emerging complementary and alternative technologies continue to provide valuable tools for retinal analysis, expanding the potential for identifying biomarker and therapeutic targets in both ophthalmic and neurodegenerative disorders. This review summarizes recent advancements in retinal proteomics, with a particular focus on neurodegenerative and ocular diseases."
41169204,Advancements in differentiation of induced pluripotent stem cells into specialized neuronal subtypes.,Selena Setsu; Hideyuki Okano; Satoru Morimoto,Neural regeneration research,2025,2026,"The ability to generate specialized human neurons from induced pluripotent stem cells has revolutionized neuroscience, regenerative medicine, and drug discovery. Since their discovery, induced pluripotent stem cells have emerged as an ethically favorable and versatile platform to model human neurological diseases, offering new insights beyond traditional animal models. In the past decade, rapid advances have enabled the efficient differentiation of induced pluripotent stem cells into diverse neuronal subtypes, including glutamatergic neurons, GABAergic neurons, dopaminergic neurons, serotonergic neurons, motor neurons, sensory neurons, Purkinje cells, sympathetic neurons, parasympathetic neurons, and noradrenergic neurons. Tailored combinations of developmental signaling molecules, transcription factor programming, and small molecule modulation have dramatically improved the reproducibility, scalability, and functional maturity of these differentiated neurons. These advancements are particularly timely as they underpin the next generation of disease modelling platforms, high-throughput drug screening systems, and emerging cell-based therapies for conditions such as Parkinson's disease, amyotrophic lateral sclerosis, epilepsy, and Alzheimer's disease. Moreover, the field is moving toward standardized, chemically defined protocols and improved validation pipelines, including electrophysiological assays and molecular profiling, to ensure the authenticity and maturity of induced pluripotent stem cell-derived neurons. Notably, recent breakthroughs in sympathetic and parasympathetic neuron derivation are expanding the scope of induced pluripotent stem cell technology into autonomic nervous system research and cardiac neuromodulation studies. However, challenges remain, including variability across induced pluripotent stem cell lines, incomplete neuronal maturation, and scalability constraints for clinical-grade applications. Addressing these hurdles through optimization of patterning cues, co-culture systems, and advanced bioprocessing strategies will be crucial to realizing the full translational potential of induced pluripotent stem cell-derived neurons. Collectively, the methodologies and developments summarized here mark a major step toward achieving faithful, efficient, and scalable generation of human neurons in vitro , laying the foundation for personalized neurology and regenerative medicine."
41017689,"Neurotoxicity, α-synuclein pathology, and mitochondrial dysfunction: A comparative study of different mouse models of Parkinson's disease.",Xiwen Tang; Yifei He; Min Liang; Penggang Ning; Jiayin Zhao; Yunhe Zhang; Xin Yan; Ruilin Sun; Gang Wei; Ruling Shen; Fang Huang; Mei Yu,Neural regeneration research,2025,2026,No abstract available
40903936,O-GlcNAcylation: A molecular switch linking brain health to neurodegeneration.,Nan Shao; Xiaoyan Zhang; Yunzhi Ge; Jiaxuan Tang; Huawu Gao; Wenwen Si; Biao Cai,Neural regeneration research,2025,2026,"Neurodegenerative disorders are typically caused by harmful protein accumulation and nerve cell damage. A post-translational modification called O-linked N-acetylglucosamine ylation acts as a critical regulator in these disorders by controlling protein behavior, cell signaling, and energy balance. This modification is dynamically balanced through the cooperative actions of O-linked N-acetylglucosamine transferase and O-GlcNAcase. In healthy brains, O-GlcNAcylation supports nerve cell function and survival, but its imbalance contributes to disease progression. Notably, the effects of O-GlcNAcylation differ across disorders. This review reveals how O-GlcNAcylation bridges molecular mechanisms to neurodegeneration, as well as the prospects of targeted O-linked N-acetylglucosamine acylation therapy for neurodegenerative diseases. In Alzheimer's disease, it blocks toxic changes in key proteins like tau and amyloid-beta. In Parkinson's disease, it reduces the clumping of alpha-synuclein, yet may disrupt dopamine production. In amyotrophic lateral sclerosis, it protects nerve fiber transport systems. Additionally, O-GlcNAcylation plays an indispensable part in other neurodegenerative conditions, including Huntington's disease, aging, Machado-Joseph disease, multiple sclerosis, and giant axonal neuropathy. New therapies targeting this mechanism include glucosamine supplements and O-GlcNAcase inhibitors, which show clinical promise but face translational challenges."
42221550,Interaction between N6-methyladenosine (m<sup>6</sup>A) modification and toxicant-related neurodegeneration: From neural development to pathophysiology.,Zhou She; Peng Huang; Senlin Luo; Lu Zhang; Hong Peng; Yufen Tang; Yuqiong Chen; Jinwen Luo; Wangxin Duan; Lingjuan Liu; Liqun Liu,Genes & diseases,2025,2026,"N6-methyladenosine (m<sup>6</sup>A) modification is a crucial epigenetic mechanism that is widely expressed across various tissues and biological systems. It regulates gene expression by influencing the stability and translation of messenger RNAs, thereby affecting key physiological processes such as cell division, proliferation, and apoptosis. m<sup>6</sup>A modification plays an essential role in maintaining normal physiological functions and in the pathogenesis of a variety of diseases. Recent studies have highlighted the involvement of m<sup>6</sup>A in the development of the nervous system and its contribution to neurodegenerative diseases, including Alzheimer's and Parkinson's disease. However, research on the involvement of m<sup>6</sup>A in nervous system disorders induced by toxic substances remains limited. This review provides an updated overview of the role of m<sup>6</sup>A in neural development, with a particular focus on exploring the potential mechanisms by which m<sup>6</sup>A contributes to toxicant-related neurodegeneration diseases."
42148603,"Deep learning-based cognitive impairment brain imaging analysis: New methods, new technologies, and new paradigms.",Qingqin Xu; Jianwei Lu; Zhongfu Zhang; Dongsheng Xu; Chengxiang Guo,Neural regeneration research,2025,2026,"Cognitive impairment arising from ischemic stroke, Alzheimer's disease, and Parkinson's disease presents distinct structural and network-level alterations. Brain magnetic resonance imaging offers a non-invasive and high-resolution approach to assess these changes, while deep learning provides powerful tools for automated analysis. Given that accurate lesion delineation, precise localization of abnormal regions, and reliable disease classification are fundamental to clinical decision-making. This review aims to explore the application of deep learning techniques to brain magnetic resonance imaging analysis of cognitive impairments caused by these disorders, with a focus on three core tasks: lesion segmentation, object detection, and image classification. Recent widely accepted findings indicate that ischemic stroke studies have achieved state-of-the-art lesion segmentation performance, with optimized U-shaped convolutional network (U-Net) and hybrid convolutional neural network-transformer models reaching Dice scores up to 0.911 in delineating focal damage. Alzheimer's disease research has advanced classification and staging accuracy by more than 10% compared with unimodal baselines through three-dimensional convolutional neural network, Transformers, and multimodal fusion, enabling more precise detection of diffuse cortical atrophy. Parkinson's disease imaging, despite lacking overt structural lesions, has leveraged ResNet and Vision Transformer backbones to identify subtle and spatially distributed abnormalities, improving early-stage differentiation. Persistent challenges include the scarcity of large, high-quality annotated datasets, substantial inter-site variability, high annotation costs, and limited interpretability, hindering clinical integration. Addressing these barriers will require advances in federated learning to mitigate data scarcity while preserving privacy, domain adaptation techniques to reduce inter-site variability, automated annotation, and low-resource training strategies to lower labeling costs, and explainable artificial intelligence to improve interpretability, thereby ensuring model robustness, privacy, and transparency. This review highlights emerging methods, innovative technologies, and novel paradigms that are redefining brain imaging analysis in cognitive impairment. Mechanistically, deep learning improves cognitive impairment analysis by integrating hierarchical and multiscale spatial features, modeling long-range functional connectivity disruptions, and fusing structural with functional imaging to better represent network-level pathology. In conclusion, aligning network architectures with disease-specific imaging characteristics and task requirements can greatly enhance the accuracy, robustness, and generalizability of magnetic resonance imaging analyses for cognitive impairment. Future work should focus on multimodal fusion, structure-function coupling, cross-disease evaluations, and embedding artificial intelligence tools into clinical workflows to support early detection, individualized treatment planning, and large-scale clinical adoption."
42148602,When copper turns killer: Decoding copper dyshomeostasis and cuproptosis in neurodegenerative pathogenesis and precision metal interventions.,Wei Du; Tingyao Wu; Yonggang Fan; Min Zhao,Neural regeneration research,2025,2026,"Copper is an essential cofactor for neuronal metabolism, enzymatic functions, and neurotransmission. However, copper dyshomeostasis-induced redox activity makes the brain vulnerable to oxidative and proteostatic stress. Cuproptosis, a recently characterized form of programmed cell death, is triggered by copper binding to lipoylated enzymes of the tricarboxylic acid cycle, resulting in proteotoxic stress, mitochondrial dysfunction, and cell death. Given that mitochondria are central to copper handling and the primary site of cuproptosis, we examine mitochondrial pathways and key cuproptosis-related genes. We also assess disease-specific signatures of copper imbalance. In Alzheimer's disease, excess copper binds to amyloid-β, promoting aggregation and neurotoxicity. In Parkinson's disease, copper-bound α-synuclein fosters aggregation, while copper-driven redox cycling elevates reactive oxygen species. Cuproptosis worsens mitochondrial vulnerability in Parkinson's disease and impairs cellular stress responses in Huntington's disease. In amyotrophic lateral sclerosis, superoxide dismutase 1-related defects compromise antioxidant defenses alongside copper-dependent mitochondrial dysfunction. In prion diseases, copper facilitates prion protein misfolding and toxicity. Across these disorders, common features include mitochondrial dysfunction and cuproptosis hallmarks-such as enhanced protein lipoylation, elevated reactive oxygen species, impaired electron transport chain activity, fragile Fe-S clusters, and increased reliance on the tricarboxylic acid cycle-which collectively increase neuronal susceptibility to copper dyshomeostasis. Clarifying and understanding the critical roles of copper metabolism not only elucidates the pathogenesis of neurodegenerative diseases but also offers alternative therapeutic strategies. This review uniquely integrates the mitochondria-centered cuproptosis axis with copper dyshomeostasis across Alzheimer's disease, Parkinson's disease, Huntington's disease, amyotrophic lateral sclerosis, and prion diseases, mapping convergent vulnerabilities to mechanism-grounded interventions and outlining testable translational routes."
41495612,Nose-brain axis: A bridge from the nasal cavity to the central nervous system.,Guohui Yang; Dongdong Zhu; Kaizhi Zhang,Neural regeneration research,2025,2026,"The nose-brain axis is a direct pathway linking the nasal cavity to the central nervous system. Odors, as well as exogenous substances such as pathogens, inflammatory mediators, and drugs, can enter the cranial cavity through pathways including the olfactory nerve, trigeminal nerve, and humoral routes, thereby enabling signal transmission and material exchange from the peripheral nasal cavity to the central nervous system. In recent years, advances in multimodal visualization technologies have made it possible to dynamically monitor the nose-brain axis from the molecular level to the tissue level, providing important means for revealing its functional characteristics and pathological changes. Owing to the existence of the nose-brain axis, nasal inflammation can, through neuro-immune interactions, activate central microglia and astrocytes and induce neuroinflammation, thus promoting the onset and progression of central nervous system diseases. In addition, the nose-brain axis offers a unique route for the treatment of central nervous system disorders. Intranasal drug delivery can bypass the blood-brain barrier, act directly on the central nervous system, increase intracranial drug bioavailability, and produce rapid effects, providing new ideas for treating cross-system diseases. This review systematically summarizes the anatomical pathways of the nose-brain axis, visualization monitoring technologies, and mechanisms by which nasal inflammation affects the central nervous system. It also reviews advances in intranasal drug delivery for emotional disorders, migraine, Parkinson's disease, and Alzheimer's disease, aiming to provide new strategies for studying the mechanisms by which nasal inflammation influences the central nervous system and for cross-system targeted therapy."
